AIRPORT_ID,AIRPORT,DISPLAY_AIRPORT_NAME,LATITUDE,LONGITUDE
10145,ABX,Albury Airport,-36.06777778,146.9580556
10146,ABY,Southwest Georgia Regional,31.53222222,-84.19611111
10146,ABY,Southwest Georgia Regional,31.53555556,-84.19444444
10147,ABZ,Aberdeen Dyce,57.20416667,-2.19861111
10147,ABZ,Aberdeen Dyce,57.20194444,-2.19777778
10147,ABZ,Aberdeen Dyce,57.2025,-2.19805556
10147,ABZ,Aberdeen Dyce,57.20361111,-2.19916667
10147,ABZ,Aberdeen Dyce,57.20194444,-2.19777778
10147,ABZ,Aberdeen Dyce,57.20361111,-2.19916667
10148,ACA,General Juan N Alvarez International,16.75555556,-99.76694444
10148,ACA,General Juan N Alvarez International,16.75694444,-99.75388889
10148,ACA,Acapulco International,16.75722222,-99.75388889
10149,ACB,Antrim County,44.98472222,-85.19916667
10149,ACB,Antrim County,44.98861111,-85.19833333
10150,ACC,Accra Kotoka International,5.59527778,-0.17083333
10150,ACC,Accra Kotoka International,5.60444444,-0.1675
10150,ACC,Kotoka International,5.60444444,-0.1675
10150,ACC,Kotoka International,5.605,-0.16722222
10151,ACE,Lanzarote,28.9425,-13.60472222
10151,ACE,Lanzarote,28.94555556,-13.60527778
10152,ACH,St Gallen Altenrhein,47.48527778,9.56
10152,ACH,St Gallen Altenrhein,47.485,9.56
10153,ACI,Alderney Airport,49.70694444,-2.21527778
10153,ACI,Alderney Airport,49.70611111,-2.21472222
10153,ACI,Alderney Airport,49.70666667,-2.21444444
10153,ACI,Alderney Airport,49.70666667,-2.21472222
10153,ACI,Alderney Airport,49.70611111,-2.21472222
10153,ACI,Alderney Airport,49.70666667,-2.21472222
10153,ACI,Alderney Airport,49.70694444,-2.21472222
10154,ACK,Nantucket Memorial,41.25666667,-70.05972222
10154,ACK,Nantucket Memorial,41.25305556,-70.06027778
10154,ACK,Nantucket Memorial,41.25305556,-70.06
10154,ACK,Nantucket Memorial,41.25305556,-70.06027778
10154,ACK,Nantucket Memorial,41.25305556,-70.06
10154,ACK,Nantucket Memorial,41.25333333,-70.06055556
10155,ACT,Waco Regional,31.61138889,-97.22861111
10155,ACT,Waco Regional,31.61222222,-97.23027778
10156,ACU,Achutupo Airport,8.43333333,-77.96666667
10157,ACV,Arcata,40.97916667,-124.1075
10157,ACV,Arcata,40.97805556,-124.1086111
10157,ACV,Arcata,40.97777778,-124.1083333
10157,ACV,California Redwood Coast Humboldt County,40.97777778,-124.1083333
10157,ACV,Arcata,40.97805556,-124.1086111
10157,ACV,California Redwood Coast Humboldt County,40.97777778,-124.1083333
10158,ACY,Nafec Atlantic City,39.45611111,-74.57805556
10158,ACY,Nafec Atl,39.45666667,-74.57777778
10158,ACY,Atlantic City International,39.4575,-74.57805556
10158,ACY,Atlantic City International,39.4575,-74.57722222
10159,ADA,Adana Sakirpasa,36.98361111,35.28083333
10159,ADA,Adana International,36.98222222,35.28027778
10160,ADB,Adnan Menderes,38.29472222,27.16
10160,ADB,Adnan Menderes,38.29222222,27.15583333
10161,ADC,Andakombe Airport,-7.13611111,145.7441667
10161,ADC,Andakombe Airport,-7.13638889,145.7438889
10161,ADC,Andakombe Airport,-7.13722222,145.745
10162,ADD,Haile Selassie I International,8.97805556,38.79944444
10162,ADD,Bole International,8.97805556,38.79944444
10163,ADE,Aden International,12.82777778,45.03055556
10163,ADE,Aden International,12.83444444,45.02888889
10163,ADE,Aden International,12.82944444,45.02888889
10164,ADJ,King Abdullah Ben,31.97222222,35.99
10164,ADJ,Marka International,31.97222222,35.99
10164,ADJ,Marka International,31.97277778,35.99166667
10165,ADK,Adak NS,51.88277778,-176.6447222
10165,ADK,Adak,51.87805556,-176.6461111
10165,ADK,Adak,51.87805556,-176.6458333
10165,ADK,Adak,51.88361111,-176.6425
10165,ADK,Adak,51.87805556,-176.6461111
10165,ADK,Adak,51.88361111,-176.6425
10166,ADL,Adelaide International,-34.94833333,138.5347222
10166,ADL,Adelaide International,-34.945,138.5305556
10166,ADL,Adelaide International,-34.9475,138.5333333
10167,ADM,Ardmore Municipal,34.30305556,-97.01972222
10167,ADM,Ardmore Municipal,34.30416667,-97.02055556
10167,ADM,Ardmore Municipal,34.30388889,-97.02055556
10167,ADM,Ardmore Municipal,34.30416667,-97.02055556
10167,ADM,Ardmore Municipal,34.30388889,-97.02055556
10168,ADN,Andes Airport,5.66666667,-75.88333333
10168,ADN,Andes Airport,5.69805556,-75.87972222
10168,ADN,Andes Airport,5.69777778,-75.88027778
10168,ADN,Andes Airport,5.69805556,-75.87972222
10168,ADN,Andes Airport,5.69777778,-75.88027778
10169,ADO,Andamooka Airport,-30.43777778,137.1372222
10170,ADQ,Kodiak Airport,57.75,-152.4938889
10170,ADQ,Kodiak Airport,57.74972222,-152.4938889
10170,ADQ,Kodiak Airport,57.75,-152.4938889
10170,ADQ,Kodiak Airport,57.74972222,-152.4938889
10171,ADS,Addison,32.96833333,-96.83611111
10171,ADS,Addison,32.96861111,-96.83638889
10172,ADW,Andrews AFB,38.81083333,-76.86722222
10172,ADW,Andrews AFB,38.81083333,-76.86694444
10172,ADW,Joint Base Andrews,38.81083333,-76.86694444
10172,ADW,Andrews AFB,38.81083333,-76.86694444
10172,ADW,Joint Base Andrews,38.81083333,-76.86694444
10173,ADX,RAF Leuchars,56.37277778,-2.86833333
10173,ADX,RAF Leuchars,56.37277778,-2.86861111
10173,ADX,RAF Leuchars,56.37416667,-2.86861111
10173,ADX,RAF Leuchars,56.37277778,-2.86833333
10173,ADX,RAF Leuchars,56.37416667,-2.86861111
10174,ADZ,San Andres,12.58333333,-81.7
10174,ADZ,Sesquicentenario,12.58305556,-81.71166667
10174,ADZ,Gustavo Rojas Pinilla,12.58361111,-81.71138889
10174,ADZ,Gustavo Rojas Pinilla,12.58361111,-81.71111111
10175,DHF,Al Dhafra Air Base,24.24833333,54.54777778
10176,AED,Aleneva Airport,58.03333333,-152.9
10177,AEG,Aek Godang,1.4,99.43055556
10178,AEH,Abeche Airport,13.85138889,20.85083333
10178,AEH,Abeche Airport,13.84694444,20.84361111
10178,AEH,Abeche Airport,13.8475,20.84333333
10180,AEO,Aioun El Atrouss Airport,16.70916667,-9.63555556
10180,AEO,Aioun El Atrouss Airport,16.71138889,-9.63777778
10181,AEP,Aeroparque Jorge Newbery,-34.55888889,-58.41583333
10181,AEP,Aeroparque Jorge Newbery,-34.55916667,-58.41583333
10182,AER,Adler/Sochi Airport,43.45,39.93333333
10182,AER,Adler/Sochi Airport,43.45,39.93333333
10183,AES,Vigra,62.5625,6.10527778
10183,AES,Vigra,62.56111111,6.11416667
10183,AES,Vigra,62.56027778,6.11027778
10183,AES,Alesund,62.56027778,6.11027778
10184,AET,Allakaket Airport,66.56166667,-152.6583333
10184,AET,Allakaket Airport,66.55194444,-152.6222222
10185,AEX,England AFB,31.32416667,-92.54694444
10185,AEX,Alexandria International,31.3275,-92.54861111
10186,AEY,Akureyri Airport,65.65694444,-18.07222222
10186,AEY,Akureyri Airport,65.66,-18.07277778
10186,AEY,Akureyri Airport,65.65666667,-18.07194444
10186,AEY,Akureyri Airport,65.66,-18.07277778
10186,AEY,Akureyri Airport,65.65666667,-18.07194444
10188,AFA,San Rafael Airport,-34.58916667,-68.40055556
10188,AFA,San Rafael Airport,-34.58777778,-68.40333333
10188,AFA,San Rafael Airport,-34.58861111,-68.40277778
10188,AFA,San Rafael Airport,-34.58777778,-68.40361111
10188,AFA,San Rafael Airport,-34.58777778,-68.40333333
10188,AFA,San Rafael Airport,-34.58777778,-68.40361111
10189,AFF,USAF Academy Airfield,38.96972222,-104.8125
10189,AFF,USAF Academy Airfield,38.96972222,-104.8127778
10189,AFF,USAF Academy Airfield,38.97416667,-104.8177778
10189,AFF,USAF Academy Airfield,38.96972222,-104.8127778
10189,AFF,USAF Academy Airfield,38.97416667,-104.8177778
10190,AFK,Nebraska City Municipal,40.60694444,-95.86583333
10190,AFK,Nebraska City Municipal,40.60555556,-95.86777778
10190,AFK,Nebraska City Municipal,40.60638889,-95.86666667
10190,AFK,Nebraska City Municipal,40.60666667,-95.86666667
10190,AFK,Nebraska City Municipal,40.60555556,-95.86777778
10190,AFK,Nebraska City Municipal,40.60666667,-95.86666667
10191,AFO,Afton Municipal,42.71666667,-110.9333333
10191,AFO,Afton Municipal,42.70888889,-110.9422222
10192,AFP,Anson County,35.02388889,-80.08138889
10192,AFP,Anson County,35.02055556,-80.07722222
10192,AFP,Anson County Jeff Cloud Field,35.02055556,-80.07722222
10192,AFP,Anson County,35.02055556,-80.07722222
10192,AFP,Anson County Jeff Cloud Field,35.02055556,-80.07722222
10194,AFW,Fort Worth Alliance,32.98666667,-97.3175
10194,AFW,Fort Worth Alliance,32.98777778,-97.31888889
10194,AFW,Fort Worth Alliance,32.9875,-97.31888889
10194,AFW,Fort Worth Alliance,32.98944444,-97.31944444
10194,AFW,Fort Worth Alliance,32.98777778,-97.31888889
10194,AFW,Fort Worth Alliance,32.98944444,-97.31944444
10194,AFW,Fort Worth Alliance,32.99027778,-97.31944444
10194,AFW,Perot Field Fort Worth Alliance,32.99027778,-97.31944444
10195,AFY,Afyon Airport,38.735,30.59555556
10195,AFY,Afyon Airport,38.72638889,30.60111111
10196,AGA,Agadir/Inezgane,30.38055556,-9.54583333
10196,AGA,Inezgane,30.38138889,-9.54611111
10197,AGB,Muehlhausen,48.42611111,10.93305556
10197,AGB,Augsburg Airport,48.42444444,10.93222222
10197,AGB,Augsburg Airport,48.42527778,10.93194444
10198,AGC,Allegheny County,40.35472222,-79.93
10198,AGC,Allegheny County,40.35472222,-79.93
10198,AGC,Allegheny County,40.35444444,-79.93027778
10198,AGC,Allegheny County,40.35444444,-79.92916667
10198,AGC,Allegheny County,40.35444444,-79.93027778
10198,AGC,Allegheny County,40.35444444,-79.92916667
10199,AGF,La Garenne,44.17361111,0.59861111
10199,AGF,La Garenne,44.17388889,0.59305556
10199,AGF,Agen La Garenne,44.17388889,0.59305556
10199,AGF,Agen La Garenne,44.17472222,0.59055556
10199,AGF,La Garenne,44.17388889,0.59305556
10199,AGF,Agen La Garenne,44.17472222,0.59055556
10199,AGF,Agen La Garenne,44.17388889,0.59305556
10200,AGG,Angoram Airport,-4.06583333,144.0738889
10201,AGH,Angelholm-Helsingborg,56.29305556,12.8625
10201,AGH,Angelholm-Helsingborg,56.29583333,12.84972222
10201,AGH,Angelholm,56.29166667,12.855
10201,AGH,Angelholm,56.29111111,12.855
10201,AGH,Angelholm,56.29166667,12.855
10201,AGH,Angelholm,56.29111111,12.855
10201,AGH,Angelholm,56.29138889,12.855
10202,AGK,Kagua Airport,-6.40333333,143.8466667
10203,AGL,Wanigela Airport,-9.34027778,149.1552778
10203,AGL,Wanigela Airport,-9.3375,149.1555556
10204,AGN,Angoon Seaplane Base,57.50388889,-134.5833333
10205,AGP,Malaga Airport,36.67166667,-4.49805556
10205,AGP,Malaga Airport,36.675,-4.49916667
10205,AGP,Malaga Airport,36.67972222,-4.49583333
10205,AGP,Malaga Airport,36.68,-4.49583333
10205,AGP,Malaga Costa del Sol,36.68,-4.49583333
10205,AGP,Malaga Airport,36.675,-4.49916667
10205,AGP,Malaga Costa del Sol,36.68,-4.49583333
10205,AGP,Malaga Airport,36.67972222,-4.49583333
10206,AGQ,Agrinion New,38.60416667,21.35194444
10206,AGQ,Agrinion Airport,38.60194444,21.35111111
10207,AGR,Agra Airport,27.15833333,77.96277778
10207,AGR,Agra Airport,27.15777778,77.96083333
10208,AGS,Bush Field,33.36916667,-81.96444444
10208,AGS,Augusta Regional at Bush Field,33.36916667,-81.96444444
10208,AGS,Augusta Regional at Bush Field,33.37,-81.96444444
10209,AGT,Guarani International,-25.45555556,-54.84361111
10210,AGU,Jesus Teran International,21.70555556,-102.3177778
10210,AGU,Jesus Teran International,21.70083333,-102.3180556
10210,AGU,Jesus Teran International,21.70555556,-102.3177778
10210,AGU,Aguascalientes International,21.70555556,-102.3177778
10211,AGV,Oswaldo Guevara Mujica,9.55222222,-69.23333333
10211,AGV,Oswaldo Guevara Mujica,9.55333333,-69.2375
10212,AGX,Agatti Island Airport,10.83333333,72.2
10213,AHA,Naha AB,26.19194444,127.6477778
10214,AHB,Abha Airport,18.23861111,42.655
10214,AHB,Abha Airport,18.24027778,42.65666667
10214,AHB,Abha Airport,18.24027778,42.65638889
10214,AHB,Abha Airport,18.24027778,42.65666667
10214,AHB,Abha Airport,18.24027778,42.65638889
10215,AHD,Ardmore Airport,34.14694444,-97.12277778
10215,AHD,Ardmore Downtown Executive,34.14694444,-97.12277778
10216,AHN,Athens Municipal,33.94833333,-83.32694444
10216,AHN,Athens/Ben Epps,33.94861111,-83.32638889
10216,AHN,Athens/Ben Epps,33.94861111,-83.32583333
10216,AHN,Athens/Ben Epps,33.94861111,-83.32638889
10216,AHN,Athens/Ben Epps,33.94861111,-83.32583333
10217,AHO,Alghero,40.63055556,8.28888889
10217,AHO,Alghero,40.63222222,8.29083333
10217,AHO,Alghero Fertilia,40.63222222,8.29083333
10217,AHO,Alghero,40.63222222,8.29083333
10217,AHO,Alghero Fertilia,40.63222222,8.29083333
10217,AHO,Alghero,40.63222222,8.29083333
10218,AHS,Ahuas Airport,15.47277778,-84.35138889
10218,AHS,Ahuas Airport,15.47277778,-84.35305556
10218,AHS,Auas,15.47277778,-84.35305556
10218,AHS,Ahuas Airport,15.47277778,-84.35305556
10218,AHS,Auas,15.47277778,-84.35305556
10219,AHT,Amchitka,51.37861111,179.2586111
10220,AHU,Cherif El Idrissi International,35.17972222,-3.83694444
10220,AHU,Cherif El Idrissi International,35.17722222,-3.83944444
10221,AIA,Alliance Municipal,42.05166667,-102.8066667
10221,AIA,Alliance Municipal,42.05333333,-102.8038889
10221,AIA,Alliance Municipal,42.05333333,-102.8036111
10221,AIA,Alliance Municipal,42.05333333,-102.8038889
10221,AIA,Alliance Municipal,42.05333333,-102.8036111
10222,AIB,Anita Bay Airport,56.19,-132.4458333
10223,AID,Anderson Municipal-Darlington Field,40.10861111,-85.61305556
10223,AID,Anderson Municipal-Darlington Field,40.10861111,-85.61305556
10224,AIK,Aiken Municipal,33.65,-81.68472222
